,date,text,sentiment
121,2019-06-19 00:03:13,whomever wrote this episode of g o t just finished watching nollywood :unamused_face::unamused_face:,0.35714285714285715
124,2019-06-18 22:05:36,_yemix when you do nothing in the group project but still get the highest scores,0.2
125,2019-06-18 21:57:45,thanks now we know where drogon went in the,-0.48
126,2019-06-18 21:48:49,horrible last episode of game of thrones and horrible last season,-0.4
131,2019-06-18 21:33:34,_yemix when you do nothing in the group project but still get the highest scores,0.5
132,2019-06-18 21:14:04,i choose to be satisfied …,-0.16666666666666666
133,2019-06-18 21:02:11,quite telling that less than 24 hours after cannot be found on the trending list :face_with_monocle::woman_shrugging_medium-light_skin_tone:,0.1787878787878788
135,2019-06-18 20:03:19,this was before we watched it though :persevering_face: show tickets …,0.09999999999999999
137,2019-06-18 18:43:04,i know he was named after khal drogo but it still feels a bit like naming your child ‘humon' …,0.09999999999999999
138,2019-06-18 18:28:46,episode 25 is dark and full of spoilers rehashing the finale disappointments of listen if you dare …,1.0
140,2019-06-18 17:48:58,bran to jon snow,0.28571428571428575
144,2019-06-18 17:27:29,hooray ferdig med bra slutt now what to see forslag,0.5
145,2019-06-18 17:07:49,"feels cersei deserved a ""better death"" in the do you guys agree",-0.5
147,2019-06-18 16:49:30,'s apology for season 8 is finally out,0.375
148,2019-06-18 16:36:35,if character lives until pretty sure that would become the queen of the seven kingdoms,0.1351010101010101
150,2019-06-18 16:19:12,@_iamdaryl this is what they should have done on choosing who is to rule on the throne,0.13636363636363635
151,2019-06-18 15:58:43,no matter what happens with the new service as is will lose all of the value it brings to the market …,-0.4
152,2019-06-18 15:46:36,so this is where game of thrones got it from :face_with_tears_of_joy: …,0.2761904761904762
153,2019-06-18 15:42:52,please create a final episode that lives up to the expectations of 8 seasons 73 episodes an entirely different s8 e6 one far more fitting to the main character one that we all waited for it was sensationally deflating,0.3
154,2019-06-18 15:29:51,storm of steel powerful combat memoir click link,-0.4
155,2019-06-18 15:22:59,so this is where game of thrones got it from :face_with_tears_of_joy:,0.21666666666666667
156,2019-06-18 15:14:35,all hail king jon snow first of his name lord of the north beyond the wall protector of the free folk the white wo…,0.23409090909090907
158,2019-06-18 14:19:39,_16 me preparing myself for the,0.2
160,2019-06-18 14:04:30,drawing of the tyrion lannister,0.45
161,2019-06-18 13:56:25,now available for your listening enjoyment the quad m show ep 156 download or stream from your favorite podcast catchi…,-0.4
162,2019-06-18 13:39:17,i just texted my therapist to see if she can squeeze me in tomorrow after watching the series finale of game of thrones…,-0.39999999999999997
163,2019-06-18 13:33:17,game of thrones makes us question evil in the real world | opinion,0.1875
168,2019-06-18 12:19:32,drawing of the tyrion lannister,-0.23333333333333328
169,2019-06-18 09:50:53,hey twitter i just watched the last episode of a bit sometimes things go bad but it is necessary too the end of one is the start of another,-0.012727272727272731
170,2019-06-18 09:49:07,arya stark queen of the new world jon snow king of free folks sansa stark queen in the north brandon stark king…,0.09999999999999999
171,2019-06-18 08:54:55,"""bend the knee"" daenarys targarayan ""winter is coming"" jon snow ""for the night is dark and is full of terrors"" mellisandra…",-0.4
174,2019-06-18 08:10:56,check out the treasure room by me in or via,0.06818181818181818
176,2019-06-18 07:20:53,_world nostalgie :snowflake::red_heart: i miss u #…,0.2
180,2019-06-18 06:55:01,how drama can underpin reality in the age of post truth |,0.04999999999999999
182,2019-06-18 06:27:34,jon snow apologizes for game of thrones season 8 in hilarious fan edit,0.16
183,2019-06-18 06:21:37,_j jamie lannister's kingslayer level is so high he tried to kill the king 8 seasons ago:face_with_tears_of_joy::face_with_tears_of_joy: …,-0.13181818181818183
184,2019-06-18 05:56:33,new arrival game of thrones 8 daenerys targaryen cosplay costume detail overview,0.5
186,2019-06-18 05:25:08,desi _williams you have competition now,-0.06590909090909092
187,2019-06-18 04:58:59,events in entertainment that ended this year shows that i will miss 1 2 3 4 on nba tv 5 criminal minds 6 orange is the new black 7 arrow 8 9 suits 10 supernatural 11 veep :crying_face:,0.5
189,2019-06-18 04:35:45,he grow up to be a doctor :beaming_face_with_smiling_eyes:,0.5
190,2019-06-18 04:35:24,psalm 147 11 the lord delights in those who fear him who put their hope in his unfailing love,-0.13333333333333336
191,2019-06-18 04:21:04,bran the broken okayy but why jon's ending cersei did not deserve that type of peace sansa stark has done absolutely nothing for 8 seasons and i will die for arya :growing_heart: :wolf_face:,0.6
194,2019-06-18 04:01:03,finally an apology,0.3333333333333333
195,2019-06-18 03:53:22,say what you will about the the john hughes homage was a bold choice to end on,-0.1
197,2019-06-18 02:34:01,cannot still believe how whack was,0.5
199,2019-06-18 01:46:26,_williams congrats on your nomination :red_heart::hundred_points::flexed_biceps_medium_skin_tone:,1.0
200,2019-06-18 01:41:45,everybody let us say thank you to the best cast ever,0.8
203,2019-06-18 01:28:43,time to watch the dumpster awards is great though _williams bett…,0.35714285714285715
205,2019-06-18 01:22:14,_jas how im about to be for the next 3 months tryin to get over this lack luster finale …,0.7000000000000001
206,2019-06-18 01:04:56,time to watch the dumpster awards is great though _williams better win,-0.10833333333333335
207,2019-06-18 00:59:09,and have a similarity ha ha ha epic failure,0.3333333333333333
211,2019-06-18 00:09:07,this edmure tully/joe biden meme is perfection,0.3694444444444444
212,2019-06-18 00:04:10,thank you to the most incredible cast for working so hard to bring our favourite characters to life :red_heart: #…,-0.1
213,2019-06-17 23:52:41,my fave game of thrones and the real world | _writes …,1.0
215,2019-06-17 22:57:37,the and reaction to it got me thinking about american interventionism and how we see civilian casualt…,0.04999999999999999
216,2019-06-17 21:56:27,season 8 is 's favorite season of game of thrones,0.4
217,2019-06-17 20:50:48,we are now available on itunes and all apps that use this library come join the party …,0.425
218,2019-06-17 20:48:04,the true king of the seven kingdom we love you,1.0
219,2019-06-17 20:27:25,best brother ever he always have some sweets for sister :face_savoring_food::red_heart:,0.6000000000000001
221,2019-06-17 20:16:48,thank you jon snow you do know something,-0.05
223,2019-06-17 19:58:50,as long as the films do not overtake the books if they make a prequel trilogy we all know how that can turn out :grimacing_face:,-0.4
225,2019-06-17 19:44:02,queen daenerys never even sat on the iron throne she just touched it and died,-0.4
227,2019-06-17 18:43:57,one month has passed since the last episode of,0.25
228,2019-06-17 18:37:08,just finished and the writers completely destroyed jon snow's character arc most of the character arcs were destroyed so many unanswered questions,0.1787878787878788
229,2019-06-17 18:32:27,drogon destroying the iron throne because new king bran got his own seat …,1.0
230,2019-06-17 18:29:55,everybody let us say thank you to the best cast ever,0.5
232,2019-06-17 17:55:55,since i'm going to finally start using twitter what is your house (hp/got),-0.5
234,2019-06-17 17:25:15,so basically jon snow went through what he had to go through just to get back to what he used to go through:loudly_crying_face: …,-0.1
235,2019-06-17 17:22:37,d&d really ended game of thrones like that everyone,-0.4
237,2019-06-17 17:14:01,the content we need the distribution we do not why hbo needs to up its game to stay relevant |,-0.5
238,2019-06-17 16:37:36,wen bored at work,0.04999999999999999
239,2019-06-17 16:27:02,lena headey on 'game of thrones' ending 'i wanted a better death' for cersei,0.3333333333333333
240,2019-06-17 16:25:41,say what you will about the the john hughes homage was a bold choice to end on,-0.049999999999999996
241,2019-06-17 16:19:48,is now in the position to destroy the political career of any opponent he chooses until they mount a backbench revolt after the general election,0.2
245,2019-06-17 15:40:31,so basically jon snow went through what he had to go through just to get back to what he used to go through:loudly_crying_face:,-0.4
248,2019-06-17 15:25:05,"discover the 5 step framework i used to help my students “go from zero” to selling over $31 million in products download my audiobook now ""master the entire formula to starting from zero""",0.2
249,2019-06-17 15:21:56,thanks for adding your quiz to our events page,-0.4
251,2019-06-17 15:00:03,mother of dragons shirts glitter or reg tee or tank sizes up to 2x,0.15999999999999998
252,2019-06-17 14:29:10,game of thrones' star lena headey 'wanted better' death for cersei got writers “really lena you dont want your character to be crushed to death by a building what kind of a pampered celeb are you ”,0.3625
253,2019-06-17 14:18:34,and now his watch has ended check out uk based artist robert ball's 'beautiful death' poster for the plus the other 5 he made for season 8 this series completes his 74 poster collection tt started in 2011,-0.030555555555555558
254,2019-06-17 14:00:57,the voice sounds so similar to kit harington's jon snow accent it is hard to discern it from the real thing,0.45
256,2019-06-17 13:37:39,'s apology for season 8 is finally out,0.625
258,2019-06-17 12:24:10,dracarys,0.05
260,2019-06-17 10:52:25,_anatomy is coming back get your ticket i'm not ashamed of _christ #جدة_الأن #มาตาฮารีโป๊ะแตก …,-0.3166666666666667
261,2019-06-17 10:50:00,"this is 1994 d/d error or catastrophic die failure with breaks n clash lincoln penny "" "" edition",0.5
262,2019-06-17 10:26:53,the mother of dragons deserved better :dragon::red_heart:,0.8
263,2019-06-17 10:13:42,great night presenting and hosting for the movie prop warehouse wun wun and the predator from avp amongst others the actor ian whyte _whyte,-0.3
265,2019-06-17 08:49:46,soundtrack review ) …,-0.4
266,2019-06-17 08:42:35,game of thrones lovers where does this place look like mine kings landing,0.3
267,2019-06-17 08:28:39,the best speech ever in game of thrones :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0.2
268,2019-06-17 08:02:34,_shaon this would have made absolute sense,-0.4
272,2019-06-17 07:00:41,the journey ends tonight,-0.4
274,2019-06-17 06:53:55,_amos__ kings landing must be the midwest of westeros because they went from snow to sunny weather in the course of a day …,-0.4
281,2019-06-17 04:55:59,_ cannot believe this,0.3333333333333333
283,2019-06-17 04:48:38,_1da wwttff wass thatt …,0.4
292,2019-06-17 02:31:03,_ cannot believe this,-0.4
294,2019-06-17 01:52:42,fire and blood :fire::red_heart:,0.3
295,2019-06-17 01:41:55,__dil how i feel seeing jaime's body after convincing myself he was alive,-0.08333333333333333
296,2019-06-17 01:40:37,(essentially) a month after the know many were disappointed with the ending but it did not take the…,0.04999999999999999
297,2019-06-17 01:28:01,lena headey on 'game of thrones' ending 'i wanted a better death' for cersei,0.2
298,2019-06-17 01:25:02,do you know the real legend of king arthur or just the imitations discover the series,0.5
299,2019-06-17 01:20:44,@_ps_snape sometimes duty is death of love,0.42500000000000004
300,2019-06-17 00:49:09,finally finished and i honestly thought the was an amazing wrap up season 8 might be my favorite season all in all the show was a hell of a ride,-0.5
302,2019-06-17 00:40:10,my watch has ended,-0.4
304,2019-06-17 00:21:09,tagged neck piece and bracelet dm or pm 09053663364 to grab yours:grinning_face_with_smiling_eyes: ig help retweet :kissing_face_with_closed_eyes::kissing_face_with_smiling_eyes:,-0.4
305,2019-06-17 00:06:24,mourn the ending of game of thrones,0.13636363636363635
306,2019-06-16 23:52:47,my new video #يوم_الاب_العالمي _keepspinninginseoul_day2,-0.4
307,2019-06-16 23:20:10,_sith305 game of thrones night king and theon recreation …,0.25
309,2019-06-16 23:13:29,is doin n stuff tone dus a bit ov paintin on th side wassa bit on th side i feel :face_vomiting:,0.04999999999999999
310,2019-06-16 22:59:01,this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,-0.4
312,2019-06-16 22:42:15,_nejad farewell game of thrones thank you for 8 years of entertainment,0.41818181818181815
313,2019-06-16 22:33:32,i just want to see if they make a new series with arya called west of westeros i'll pay good money to see that series …,-0.05
315,2019-06-16 22:14:40,'s apology for season 8 is finally out,0.26
316,2019-06-16 22:13:50,one of the best and powerful scenes in got:clapping_hands: i kept repeating it crying smiling just mixed feelings peter is a really g…,-0.4875
318,2019-06-16 21:46:35,_kristenleigh “jaime lannister is the nastiest skank bitch i've ever met do not trust him he is a fugly slut ” …,0.15
319,2019-06-16 21:41:41,queen in the north lots of symbolism here chose the colors that mostly represent house stark drawing the armor was th…,0.3333333333333333
320,2019-06-16 21:41:10,say what you will about the the john hughes homage was a bold choice to end on,0.03333333333333333
321,2019-06-16 21:14:15,btw while watching and the with the toronto campaign i must say i was hoping for some local kosovo references seemed only natural,-0.07777777777777779
323,2019-06-16 20:33:38,soundtrack review ) …,0.15
325,2019-06-16 20:23:22,queen in the north lots of symbolism here chose the colors that mostly represent house stark drawing the armor was th…,0.07215909090909091
327,2019-06-16 20:12:32,soundtrack review ),0.059999999999999984
328,2019-06-16 19:58:15,some of you guys asked for more got this might be the last one for a while or at least until we get any interesting news regarding the show game of thrones the assassination of jon & daenerys rant via,0.35
331,2019-06-16 19:34:48,cannot still believe how whack was,-0.4
332,2019-06-16 19:30:24,game of thrones night king,0.5
333,2019-06-16 18:50:44,still in my boxers having just watched the i love,0.425
335,2019-06-16 18:46:30,the and reaction to it got me thinking about american interventionism and how we see civilian casualt…,0.2
339,2019-06-16 18:14:20,"""when the snows fall and the white winds blow the lone wolf dies but the pack survives "" — …",0.2
340,2019-06-16 17:52:08,does and have a joint wardrobe ) this to much for my shipper heart :red_heart:,0.3333333333333333
341,2019-06-16 17:01:34,listen recover from with this week's metal mix featuring through the noise blacklist 9 genus ordinis dei nereis a breach of silence and many more on our total eclipse spotify playlist,0.45
342,2019-06-16 16:48:06,now available for your listening enjoyment the quad m show ep 156 download or stream from your favorite podcast catchi…,-0.13333333333333333
343,2019-06-16 15:52:30,trish's arc was exciting then painful to watch but it was done in such a way that it felt organic and earned i kept comparing it to the way dnd crapped it for dany,0.5633333333333334
344,2019-06-16 15:34:01,it is very strong,0.3333333333333333
345,2019-06-16 15:09:14,say what you will about the the john hughes homage was a bold choice to end on,0.09999999999999999
347,2019-06-16 14:28:45,my mood in what are your thoughts on the,0.04999999999999999
348,2019-06-16 13:04:39,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,0.2708333333333333
349,2019-06-16 12:31:29,let us talk about this cute little precious baby :red_heart::red_heart:,-0.7142857142857143
350,2019-06-16 12:25:07,sick,0.47916666666666663
351,2019-06-16 11:54:32,"and it was a ""wise"" ending a classic move to be fair to all characters especialy giving jon snow a full circle ending as a night's watch man so the audience could feel home",0.09
355,2019-06-16 10:59:21,my mood in what are your thoughts on the,-0.125
356,2019-06-16 10:56:18,you may agree or not most of you cheapsters started watching as a porn struck series:smirking_face: and then ended it by whining about the possibilities of alternate endings :dragon_face:,0.13636363636363635
357,2019-06-16 09:00:09,new video :thumbs_up:,0.3333333333333333
358,2019-06-16 08:42:50,say what you will about the the john hughes homage was a bold choice to end on,0.25
359,2019-06-16 08:35:36,this was my predictions for how was going to end i think my predictions are better than what we actually got :speak-no-evil_monkey:,0.04999999999999999
361,2019-06-16 08:11:34,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,0.09999999999999999
362,2019-06-16 08:00:30,"""bend the knee"" daenarys targarayan ""winter is coming"" jon snow ""for the night is dark and is full of terrors"" mellisandra…",0.14285714285714285
363,2019-06-16 07:44:09,halo i do not want to talk right now i finally finished but you are the one who is calling,0.04999999999999999
364,2019-06-16 07:34:12,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,0.09999999999999999
365,2019-06-16 07:20:04,"""bend the knee"" daenarys targarayan ""winter is coming"" jon snow ""for the night is dark and is full of terrors"" mellisandra…",0.25
366,2019-06-16 07:13:05,why everyone was so unsatisfied and angry by the ending of i feel it is the best senario ever :smiling_face_with_heart-eyes::clapping_hands_medium_skin_tone:…,-0.5777777777777778
367,2019-06-16 06:41:10,dubrovnik is insane irl (and not burned down as seen in ) :fire::dragon::crossed_swords::wolf_face::snowflake:,0.04999999999999999
368,2019-06-16 06:11:04,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,0.2
370,2019-06-16 05:35:49,so what happened to winter in westeros season 1 6 “winter is coming” season 7 “winter is here” season 8 season 8 finale bran is king the end,0.06888888888888889
372,2019-06-16 04:30:11,drogon is literally like :victory_hand_light_skin_tone: we never should have crossed the sea anyway,0.6333333333333333
373,2019-06-16 04:21:42,legends never die goodbye daenerys targaryen you will always be remembered as the brave inspirational kind hearted queen…,0.3333333333333333
374,2019-06-16 04:05:49,say what you will about the the john hughes homage was a bold choice to end on,0.04999999999999999
375,2019-06-16 04:02:43,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,-0.125
376,2019-06-16 03:48:59,they really just gave bran who is the weird ass cripple that did not do shit this entire season the iron throne and killed…,0.04999999999999999
377,2019-06-16 03:42:25,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,-0.21666666666666665
378,2019-06-16 03:24:10,my dramatic ass getting of the sofa when finishing the last episode of and cancelling my now tv subscript…,-0.4
379,2019-06-16 03:10:04,_sith305 game of thrones night king and theon recreation …,0.2
381,2019-06-16 01:57:55,queen in the north,-0.4
382,2019-06-16 01:57:05,_sith305 game of thrones night king and theon recreation …,0.41666666666666663
384,2019-06-16 01:27:16,have apple pay cash set up :question_mark: flip $30 for $150 :exclamation_mark: no cards no banks only 1 time fee of $30 dm me :exclamation_mark:,-0.02121212121212122
386,2019-06-16 00:56:12,samwell tarly democracy everyone else,-0.4
388,2019-06-16 00:08:58,_sith305 game of thrones night king and theon recreation …,-0.1
389,2019-06-15 23:41:58,endgame really i do not think so _,0.2
392,2019-06-15 23:30:58,direwolf bread :face_with_tears_of_joy::face_with_tears_of_joy:,-0.4
395,2019-06-15 23:16:28,the and reaction to it got me thinking about american interventionism and how we see civilian casualt…,-0.4
396,2019-06-15 23:09:15,game of thrones night king and theon recreation _williams,-0.16785714285714282
397,2019-06-15 22:59:03,this is single handedly the most bad ass scene in game of thrones this is was made daenerys the le…,0.04999999999999999
398,2019-06-15 22:42:10,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,0.09999999999999999
400,2019-06-15 22:16:46,the and reaction to it got me thinking about american interventionism and how we see civilian casualt…,0.09999999999999999
403,2019-06-15 21:53:02,the mother of dragons,0.16
404,2019-06-15 21:52:02,_j jamie lannister's kingslayer level is so high he tried to kill the king 8 seasons ago:face_with_tears_of_joy::face_with_tears_of_joy: …,0.09999999999999999
405,2019-06-15 21:45:04,"""bend the knee"" daenarys targarayan ""winter is coming"" jon snow ""for the night is dark and is full of terrors"" mellisandra…",0.04999999999999999
406,2019-06-15 21:42:21,_ this guy just perfected the game of thrones characters :face_with_tears_of_joy::face_with_tears_of_joy: which did he get the most,-0.24444444444444446
407,2019-06-15 21:25:09,meet my cat venom sitting there like he does not give a shit on how ridiculous he looks like just as d&d do not give a shit about how they ruined the show in the end :face_with_tears_of_joy:,-0.1875
